Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,STL.1,BLK.1,Rookie_Year,Fetch_Date
1,Timmy Allen,"Apr 6, '24, MEM vs. PHI",24,1,5,125,6,23,0,7,1,2,4,17,5,4,0,2,18,13,0.261,0.0,0.5,25.0,2.6,3.4,1.0,0.8,0.0,2024,2026-01-21
2,Ibou Badji,"Dec 26, '23, POR vs. SAC",21,1,22,226,14,22,0,0,6,12,20,51,13,3,20,15,46,34,0.636,,0.5,10.3,1.5,2.3,0.6,0.1,0.9,2024,2026-01-21
3,Amari Bailey,"Nov 12, '23, CHO @ NYK",19,1,10,65,8,24,1,8,6,7,6,9,7,3,0,4,2,23,0.333,0.125,0.857,6.5,2.3,0.9,0.7,0.3,0.0,2024,2026-01-21
4,Emoni Bates,"Oct 28, '23, CLE vs. IND",20,2,25,208,28,87,21,63,1,4,1,21,18,2,3,10,9,78,0.322,0.333,0.25,8.3,3.1,0.8,0.7,0.1,0.1,2024,2026-01-21
5,Jules Bernard,"Dec 8, '23, WAS @ BRK",24,1,19,149,29,64,11,29,5,9,10,26,16,3,1,8,14,74,0.453,0.379,0.556,7.8,3.9,1.4,0.8,0.2,0.1,2024,2026-01-21
6,Onuralp Bitim,"Nov 4, '23, CHI @ DEN",24,1,23,268,32,84,12,44,4,5,6,32,13,3,2,10,24,80,0.381,0.273,0.8,11.7,3.5,1.4,0.6,0.1,0.1,2024,2026-01-21
7,Anthony Black,"Oct 25, '23, ORL vs. HOU",20,3,189,4335,618,1383,167,479,317,439,117,541,501,175,96,297,390,1720,0.447,0.349,0.722,22.9,9.1,2.9,2.7,0.9,0.5,2024,2026-01-21
8,Leaky Black,"Nov 8, '23, CHO vs. WAS",24,1,26,284,25,52,9,20,10,15,9,48,24,8,11,6,19,69,0.481,0.45,0.667,10.9,2.7,1.8,0.9,0.3,0.4,2024,2026-01-21
9,Izaiah Brockington,"Mar 5, '24, NOP @ TOR",24,1,1,3,2,5,0,1,0,0,1,2,0,0,0,0,0,4,0.4,0.0,,3.0,4.0,2.0,0.0,0.0,0.0,2024,2026-01-21
10,Kobe Brown,"Oct 25, '23, LAC vs. POR",24,3,112,928,96,234,30,117,24,31,56,176,73,26,12,32,86,246,0.41,0.256,0.774,8.3,2.2,1.6,0.7,0.2,0.1,2024,2026-01-21
11,Kobe Bufkin,"Oct 29, '23, ATL @ MIL",20,3,31,365,56,150,15,66,19,28,12,59,46,11,10,19,32,146,0.373,0.227,0.679,11.8,4.7,1.9,1.5,0.4,0.3,2024,2026-01-21
12,Toumani Camara,"Oct 25, '23, POR @ LAC",23,3,192,5773,726,1625,302,846,222,304,388,1013,377,225,104,282,547,1976,0.447,0.357,0.73,30.1,10.3,5.3,2.0,1.2,0.5,2024,2026-01-21
13,D.J. Carton,"Feb 22, '24, TOR vs. BRK",23,2,8,69,4,15,1,7,5,6,2,8,6,3,0,5,4,14,0.267,0.143,0.833,8.6,1.8,1.0,0.8,0.4,0.0,2024,2026-01-21
14,Colin Castleton,"Nov 4, '23, LAL @ ORL",23,2,42,491,55,114,2,16,35,44,59,134,31,10,10,26,62,147,0.482,0.125,0.795,11.7,3.5,3.2,0.7,0.2,0.2,2024,2026-01-21
15,Malcolm Cazalon,"Nov 5, '23, DET vs. PHO",22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0,2024,2026-01-21
16,Sidy Cissoko,"Nov 20, '23, SAS vs. LAC",19,3,73,1092,110,268,47,154,55,80,50,131,82,36,16,56,133,322,0.41,0.305,0.688,15.0,4.4,1.8,1.1,0.5,0.2,2024,2026-01-21
17,Noah Clowney,"Nov 25, '23, BRK vs. MIA",19,3,110,2583,347,887,184,562,216,270,108,432,137,65,71,134,245,1094,0.391,0.327,0.8,23.5,9.9,3.9,1.2,0.6,0.6,2024,2026-01-21
18,Bilal Coulibaly,"Oct 25, '23, WAS @ IND",19,3,147,4327,533,1265,151,497,295,401,170,667,371,171,112,252,348,1512,0.421,0.304,0.736,29.4,10.3,4.5,2.5,1.2,0.8,2024,2026-01-21
19,Ricky Council IV,"Jan 2, '24, PHI vs. CHI",22,2,105,1539,231,575,67,245,176,224,65,260,113,40,14,57,84,705,0.402,0.273,0.786,14.7,6.7,2.5,1.1,0.4,0.1,2024,2026-01-21
20,Jalen Crutcher,"Feb 27, '24, NOP @ NYK",24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,2024,2026-01-21
21,Dexter Dennis,"Dec 1, '23, DAL vs. MEM",24,1,4,30,10,19,1,8,1,3,1,9,4,0,1,3,1,22,0.526,0.125,0.333,7.5,5.5,2.3,1.0,0.0,0.3,2024,2026-01-21
22,Gradey Dick,"Oct 25, '23, TOR vs. MIN",20,3,159,3585,555,1334,242,698,227,265,99,424,197,111,17,156,273,1579,0.416,0.347,0.857,22.5,9.9,2.7,1.2,0.7,0.1,2024,2026-01-21
23,Henri Drell,"Mar 14, '24, CHI vs. LAC",23,1,4,30,4,10,2,6,1,2,1,4,4,2,1,2,6,11,0.4,0.333,0.5,7.5,2.8,1.0,1.0,0.5,0.3,2024,2026-01-21
24,Tosan Evbuomwan,"Feb 2, '24, MEM vs. GSW",22,3,50,1040,130,292,36,109,72,98,51,182,71,30,15,48,79,368,0.445,0.33,0.735,20.8,7.4,3.6,1.4,0.6,0.3,2024,2026-01-21
25,Adam Flagler,"Feb 23, '24, OKC vs. WAS",24,2,39,217,26,103,15,78,1,2,7,27,16,8,3,4,15,68,0.252,0.192,0.5,5.6,1.7,0.7,0.4,0.2,0.1,2024,2026-01-21
26,Jordan Ford,"Oct 25, '23, SAC @ UTA",25,1,6,22,4,7,2,3,2,2,0,2,2,0,0,1,0,12,0.571,0.667,1.0,3.7,2.0,0.3,0.3,0.0,0.0,2024,2026-01-21
